"FOREST","PLAN","STRA","SPLT","PLOT","DIST","COMP","STAN","DDATE","INVT","SITE","ASPC","SLOP","ELEV","STRC","HIST","HSDT","DACC","ECOT","LFRM","TRID","POIN","NCNT","FACT","SPEC","SRFC","GFRM","SPFE","R5TC","OPTC","COVR","HEIG","NTPA","PCLU","PSTA","PSTR","CSTR","GIS_LINK","PROJECT_NAME","FLD_ID"
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",2.00,1.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",380.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",1.00,2.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",381.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","TR","H","0002",0.00,24.07,"QUWI2","","EB","","4","",7.00,3.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",382.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0002",0.00,24.07,"CELE2","","","","4","",1.00,1.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",383.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0002",0.00,24.07,"ARGL3","","","","4","",2.00,2.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",384.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0002",0.00,24.07,"ADFA","","","","4","",2.00,2.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",385.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","FB","E","0002",0.00,24.07,"TUPA2","","","","5","",3.00,2.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",386.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","FB","E","0003",0.00,24.07,"2FORB","",""," ","5","",1.00,1.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",387.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0003",0.00,24.07,"ARGL3","","","","4","",3.00,6.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",388.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","TR","H","0003",0.00,24.07,"QUCH2","","EB","","4","",2.00,3.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",389.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0003",0.00,24.07,"QUPA8","","","","4","",9.00,3.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",390.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","FI","C73","110"," 65",4222.00," ","","","","  SOISOS00","SH","B","0003",0.00,24.07,"CELE2","","","","4","",1.00,1.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",391.00
"01","1","ZCQ","A","013","  ","   "," ","102010","FI","C73","110"," 65",4222.00," ","","","","SOISOS","","Z","0003",0.00,10.00,"","BARE","","","6","",32.30,0.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",392.00
"01","1","ZCQ","A","013","  ","   "," ","102010","FI","C73","110"," 65",4222.00," ","","","","SOISOS","","Z","0003",0.00,10.00,"","WOOD","","","6","",1.00,0.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",393.00
"01","1","ZCQ","A","013","  ","   "," ","102010","FI","C73","110"," 65",4222.00," ","","","","SOISOS","","Z","0003",0.00,10.00,"","ROCK","","","6","",57.80,0.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",394.00
"01","1","ZCQ","A","013","  ","   "," ","102010","FI","C73","110"," 65",4222.00," ","","","","SOISOS","","Z","0003",0.00,10.00,"","LITT","","","6","",9.00,0.00,0.00,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",395.00
"01","1","ZCQ","A","013","  ","          ","    ","102010","  FI","C73","110"," 65",4222.00," ","","","","","TR","C","0003",1.00,24.07,"PSMA","","EN","","3","",55.60,27.00,24.07,3.00,0.00,144.00,39.00,"ANFPLUS10_101013","ANFPLUS10_1",396.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0001",0.00,10.00,"","BARE","","","6","",12.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1112.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0001",0.00,24.07,"PAGL5","",""," ","5","",5.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1113.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0001",0.00,24.07,"2FORB","","","","5","",10.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1114.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"YUWH","","","","4","",1.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1115.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"RHCR","","","","4","",2.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1116.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"ERIOD","","","","4","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1117.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"CLEMA","","","","4","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1118.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"CEMOG","","","","4","",1.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1119.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0001",0.00,24.07,"CEANO","","","","4","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1120.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0001",0.00,24.07,"POBU","","","","5","",2.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1121.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0001",0.00,24.07,"LOSC2","","","","5","",3.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1122.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0001",0.00,24.07,"DUDLE","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1123.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0001",0.00,10.00,"","BAVE","","","6","",2.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1124.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0001",0.00,10.00,"","LITT","","","6","",9.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1125.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0001",0.00,10.00,"","ROCK","","","6","",75.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1126.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0001",0.00,10.00,"","WOOD","","","6","",0.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1127.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0002",0.00,10.00,"","BARE","","","6","",10.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1128.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0002",0.00,10.00,"","BAVE","","","6","",0.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1129.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0002",0.00,10.00,"","MOSS","","","6","",3.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1130.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0002",0.00,10.00,"","ROCK","","","6","",85.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1131.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0002",0.00,24.07,"PAGL5","",""," ","5","",3.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1132.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0002",0.00,24.07,"2FORB","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1133.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0002",0.00,24.07,"YUWH","","","","4","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1134.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0002",0.00,24.07,"RHCR","","","","4","",1.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1135.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0002",0.00,24.07,"POBU","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1136.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0002",0.00,24.07,"LOSC2","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1137.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0002",0.00,24.07,"DUDLE","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1138.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0003",0.00,10.00,"","ASH","","","6","",0.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1139.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0003",0.00,10.00,"","BARE","","","6","",6.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1140.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0003",0.00,10.00,"","BAVE","","","6","",1.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1141.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0003",0.00,24.07,"MARAH","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1142.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0003",0.00,24.07,"PAGL5","",""," ","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1143.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0003",0.00,24.07,"2FORB","","","","5","",10.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1144.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0003",0.00,24.07,"RHCR","","","","4","",4.00,5.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1145.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0003",0.00,24.07,"CLEMA","","","","4","",2.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1146.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0003",0.00,24.07,"CELE2","","","","4","",1.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1147.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0003",0.00,24.07,"SOLAN","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1148.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0003",0.00,24.07,"LOSC2","","","","5","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1149.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0003",0.00,10.00,"","LITT","","","6","",2.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1150.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0003",0.00,10.00,"","ROCK","","","6","",89.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1151.00
"01","1","ZCQ","A","035","  ","   "," ","032004","FI","E25","  0","  0",3383.00," ","","","","      ","","Z","0004",0.00,10.00,"","ROAD","","","6","",99.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1152.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0004",0.00,24.07,"ERIOD","","","","4","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1153.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0004",0.00,24.07,"SAAP2","","","","4","",1.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1154.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","GR","G","0004",0.00,24.07,"PAGL5","",""," ","5","",10.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1155.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0004",0.00,24.07,"2FORB","","","","5","",5.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1156.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","SH","B","0004",0.00,24.07,"YUWH","","","","4","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1157.00
"01","1","ZCQ","A","035","  ","          ","    ","032004","FI","E25","  0","  0",3383.00," ","","","","          ","FB","E","0004",0.00,24.07,"LOSC2","","","","5","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101035","ANFPLUS10_1",1158.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0001",0.00,10.00,"","BARE","","","6","",9.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1349.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0001",0.00,10.00,"","BAVE","","","6","",0.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1350.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0001",0.00,10.00,"","LITT","","","6","",4.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1351.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0001",0.00,10.00,"","ROCK","","","6","",85.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1352.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0001",0.00,24.07,"YUWH","","","","4","",7.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1353.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0001",0.00,24.07,"CEMOG","","","","4","",4.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1354.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0001",0.00,24.07,"ADFA","","","","4","",1.00,4.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1355.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","GR","G","0001",0.00,24.07,"BRTE","","","","5","",5.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1356.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","GR","G","0001",0.00,24.07,"2GP","",""," ","5","",20.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1357.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0001",0.00,24.07,"SACO6","","","","5","",8.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1358.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0001",0.00,24.07,"GILIA","","","","5","",8.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1359.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0001",0.00,24.07,"2FORB","",""," ","5","",3.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1360.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0001",0.00,24.07,"2FORB","",""," ","5","",2.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1361.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0001",0.00,10.00,"","WOOD","","","6","",0.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1362.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0002",0.00,10.00,"","BARE","","","6","",2.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1363.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",15.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1364.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0002",0.00,24.07,"GILIA","","","","5","",3.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1365.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0002",0.00,24.07,"YUWH","","","","4","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1366.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0002",0.00,24.07,"CEMOG","","","","4","",1.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1367.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0002",0.00,24.07,"ADFA","","","","4","",15.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1368.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",3.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1369.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0002",0.00,24.07,"2FORB","",""," ","5","",5.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1370.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0002",0.00,10.00,"","BAVE","","","6","",0.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1371.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0002",0.00,10.00,"","LITT","","","6","",6.50,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1372.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0002",0.00,10.00,"","ROCK","","","6","",90.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1373.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0002",0.00,10.00,"","WOOD","","","6","",0.80,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1374.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0003",0.00,10.00,"","BARE","","","6","",26.30,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1375.00
"01","1","ZCQ","A","040","  ","   "," ","082010","FI","E25","  0","  0",4777.00," ","","","","      ","","Z","0003",0.00,10.00,"","BAVE","","","6","",1.00,0.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1376.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0003",0.00,24.07,"YUWH","","","","4","",3.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1377.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0003",0.00,24.07,"PRIL","","","","4","",4.00,4.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1378.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","SH","B","0003",0.00,24.07,"CEMOG","","","","4","",1.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1379.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","GR","G","0003",0.00,24.07,"BRTE","","","","5","",5.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1380.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","GR","G","0003",0.00,24.07,"AVENA","","","","5","",2.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1381.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","GR","G","0003",0.00,24.07,"2GP","",""," ","5","",10.00,1.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1382.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0003",0.00,24.07,"SACO6","","","","5","",3.00,3.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1383.00
"01","1","ZCQ","A","040","  ","          ","    ","082010","FI","E25","  0","  0",4777.00," ","","","","          ","FB","E","0003",0.00,24.07,"2FORB","",""," ","5","",5.00,2.00,0.00,4.00,0.00,144.00,39.00,"ANFPLUS10_101040","ANFPLUS10_1",1384.00
